#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ENSMUSP00000030010   -          COG1131              -                  0 2417.4   0.2         0 2413.0   0.0   2.4   3   0   0   3   3   3   1 -
ENSMUSP00000013995   -          COG1131              -                  0 2257.0   0.0         0 2256.1   0.0   1.4   2   0   0   2   2   2   1 -
ENSMUSP00000128121   -          COG1131              -                  0 2167.4   0.0         0 2166.2   0.0   1.6   2   0   0   2   2   2   1 -
ENSMUSP00000099983   -          COG1131              -                  0 1560.5  16.5  6.5e-298  991.8   3.9   4.0   3   1   0   3   3   2   2 -
ENSMUSP00000084523   -          COG1131              -                  0 1170.4   2.6         0 1170.4   2.6   3.6   3   1   0   3   3   2   1 -
ENSMUSP00000045285   -          COG1131              -                  0 1080.1   0.7  3.3e-191  638.3   0.7   3.4   4   0   0   4   4   4   2 -
ENSMUSP00000040465   -          COG1131              -                  0 1059.1   6.2  5.9e-197  657.4   0.0   3.2   3   0   0   3   3   2   2 -
ENSMUSP00000081690   -          COG1131              -             1e-285  951.4  32.0  1.2e-156  523.9  12.1   4.1   3   1   1   4   4   4   2 -
ENSMUSP00000112538   -          COG1131              -           3.6e-285  949.6   3.3  1.3e-172  576.7   4.5   3.9   3   1   1   4   4   3   2 -
ENSMUSP00000112821   -          COG1131              -           1.4e-280  934.4  42.4  1.9e-149  500.0   9.0   3.5   3   1   0   4   4   4   2 -
ENSMUSP00000112736   -          COG1131              -           4.8e-264  879.6  18.8  6.2e-144  481.7  16.9   4.3   3   1   1   4   4   4   2 -
ENSMUSP00000047927   -          COG1131              -           3.7e-173  578.5  34.7   1.7e-88  298.0   0.1   5.1   5   0   0   5   5   4   4 -
ENSMUSP00000036338   -          COG1131              -           5.6e-165  551.4   6.0   6.1e-86  289.6   0.0   4.2   3   1   0   3   3   2   2 -
ENSMUSP00000020948   -          COG1131              -           1.8e-159  533.2  10.9   4.3e-80  270.2   0.0   3.4   3   0   0   3   3   2   2 -
ENSMUSP00000097860   -          COG1131              -           4.4e-159  531.9  29.0   9.4e-82  275.7   9.3   4.8   4   1   0   4   4   4   2 -
ENSMUSP00000035458   -          COG1131              -           1.2e-145  487.4   6.2   2.7e-76  257.6   0.0   4.1   3   1   0   3   3   2   2 -
ENSMUSP00000009058   -          COG1131              -              3e-49  168.0   0.1     4e-24   84.8   0.0   2.2   2   0   0   2   2   2   2 -
ENSMUSP00000041204   -          COG1131              -            6.1e-49  167.0   0.6   1.4e-23   83.0   0.1   2.1   2   0   0   2   2   2   2 -
ENSMUSP00000003717   -          COG1131              -            2.7e-48  164.9   0.0   6.2e-24   84.2   0.0   2.1   2   0   0   2   2   2   2 -
ENSMUSP00000099771   -          COG1131              -            8.5e-43  146.7   0.5   7.2e-22   77.3   0.0   2.1   2   0   0   2   2   2   2 -
ENSMUSP00000046177   -          COG1131              -            1.7e-42  145.6   0.1     2e-23   82.4   0.0   2.2   2   0   0   2   2   2   2 -
ENSMUSP00000110729   -          COG1131              -            1.8e-22   79.3   0.0   2.5e-22   78.8   0.0   1.1   1   0   0   1   1   1   1 -
ENSMUSP00000075011   -          COG1131              -            2.8e-22   78.7   0.0   3.8e-22   78.2   0.0   1.1   1   0   0   1   1   1   1 -
ENSMUSP00000122402   -          COG1131              -            2.8e-22   78.7   0.1   5.9e-11   41.2   0.1   2.7   2   1   0   2   2   2   2 -
ENSMUSP00000027396   -          COG1131              -            1.3e-20   73.2   0.0   1.8e-20   72.7   0.0   1.1   1   0   0   1   1   1   1 -
ENSMUSP00000024829   -          COG1131              -            4.3e-20   71.4   0.1   9.2e-19   67.0   0.0   2.0   1   1   0   1   1   1   1 -
ENSMUSP00000002850   -          COG1131              -            6.4e-20   70.9   0.0   6.9e-10   37.6   0.0   2.1   2   0   0   2   2   2   2 -
ENSMUSP00000031822   -          COG1131              -            8.4e-19   67.2   0.0   1.3e-18   66.6   0.0   1.2   1   0   0   1   1   1   1 -
ENSMUSP00000042186   -          COG1131              -            9.2e-19   67.0   0.1   2.9e-08   32.3   0.0   2.9   3   0   0   3   3   3   2 -
ENSMUSP00000003319   -          COG1131              -            1.7e-18   66.1   0.0   1.8e-08   32.9   0.0   3.0   3   0   0   3   3   3   3 -
ENSMUSP00000026208   -          COG1131              -            1.9e-18   66.0   0.0   4.3e-09   35.0   0.0   2.1   2   0   0   2   2   2   2 -
ENSMUSP00000034648   -          COG1131              -            4.9e-18   64.6   0.0   7.3e-18   64.1   0.0   1.2   1   0   0   1   1   1   1 -
ENSMUSP00000033695   -          COG1131              -            8.7e-18   63.8   0.0   1.2e-17   63.3   0.0   1.1   1   0   0   1   1   1   1 -
