#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
EDO45218             -          KOG1215              -           5.3e-176  586.9 110.2   4.6e-95  319.8   0.0  10.1   1   1   4   5   5   5   5 -
EDO47788             -          KOG1215              -            2.9e-79  267.6 232.9   3.2e-15   56.2   0.0  16.7  14   3   1  15  15  15  13 -
EDO43937             -          KOG1215              -            3.4e-53  181.6 119.4   7.8e-20   71.5  32.5   5.9   1   1   5   6   6   6   6 -
EDO43726             -          KOG1215              -            4.6e-52  177.9 175.9   9.1e-21   74.5  38.6   6.3   1   1   4   5   5   5   5 -
EDO49498             -          KOG1215              -            5.2e-43  148.0 116.6   5.1e-16   58.9  58.4   6.7   1   1   5   6   6   6   5 -
EDO49499             -          KOG1215              -            1.2e-40  140.2 120.9   6.1e-23   81.7  35.2   5.7   2   1   1   5   5   4   3 -
EDO43938             -          KOG1215              -            6.8e-39  134.4 105.8   1.6e-27   96.9  46.1   3.8   1   1   1   2   2   2   2 -
EDO48069             -          KOG1215              -            7.8e-37  127.6 110.3   4.1e-08   32.8   8.7   6.0   1   1   5   6   6   6   6 -
EDO35926             -          KOG1215              -            1.2e-36  127.0   1.0   1.4e-36  126.7   1.0   1.1   1   0   0   1   1   1   1 -
EDO49133             -          KOG1215              -            9.3e-35  120.7   0.0   1.4e-19   70.6   0.0   2.9   1   1   1   2   2   2   2 -
EDO40539             -          KOG1215              -            8.4e-33  114.3  66.4   1.9e-12   47.1  18.8   4.1   1   1   3   4   4   4   4 -
EDO41879             -          KOG1215              -            3.5e-26   92.4   0.3   4.9e-26   91.9   0.3   1.1   1   0   0   1   1   1   1 -
EDO47373             -          KOG1215              -            6.2e-26   91.6  48.3   9.6e-25   87.7  48.3   2.0   1   1   0   1   1   1   1 -
EDO29515             -          KOG1215              -            4.9e-22   78.7  37.4   9.3e-08   31.6   8.6   3.0   1   1   2   3   3   3   3 -
EDO48728             -          KOG1215              -            6.2e-22   78.4  29.0   6.5e-10   38.7  13.1   3.0   1   1   2   3   3   3   3 -
EDO39068             -          KOG1215              -            2.4e-19   69.9   0.1   3.6e-19   69.3   0.1   1.1   1   0   0   1   1   1   1 -
EDO45747             -          KOG1215              -            2.5e-19   69.8  38.3   2.6e-17   63.1  38.5   2.9   1   1   0   1   1   1   1 -
EDO45595             -          KOG1215              -            3.9e-19   69.2  34.4   5.1e-19   68.8  34.4   1.2   1   0   0   1   1   1   1 -
EDO27577             -          KOG1215              -            9.9e-19   67.8  27.5   2.7e-10   40.0  15.6   2.0   1   1   1   2   2   2   2 -
EDO39796             -          KOG1215              -            7.8e-18   64.9  32.7   9.3e-18   64.6  32.7   1.1   1   0   0   1   1   1   1 -
EDO28594             -          KOG1215              -            7.9e-16   58.3  30.1   3.8e-08   32.9  10.3   2.0   1   1   1   2   2   2   2 -
EDO33689             -          KOG1215              -              3e-14   53.1  24.0   3.4e-14   52.9  24.0   1.0   1   0   0   1   1   1   1 -
EDO32828             -          KOG1215              -            5.4e-14   52.2  24.5   6.2e-14   52.0  24.5   1.1   1   0   0   1   1   1   1 -
EDO34887             -          KOG1215              -            1.2e-13   51.0  18.0   1.3e-13   50.9  18.0   1.1   1   0   0   1   1   1   1 -
EDO34407             -          KOG1215              -            1.2e-13   51.0  19.3     3e-12   46.4  19.3   1.9   1   1   0   1   1   1   1 -
EDO33691             -          KOG1215              -            2.5e-13   50.0  18.1   2.8e-13   49.8  18.1   1.1   1   0   0   1   1   1   1 -
EDO31337             -          KOG1215              -            8.8e-13   48.2  25.2   1.1e-12   47.8  25.2   1.2   1   0   0   1   1   1   1 -
EDO29303             -          KOG1215              -            2.1e-12   47.0  22.0   2.9e-12   46.5  22.0   1.2   1   0   0   1   1   1   1 -
EDO31663             -          KOG1215              -            2.1e-12   47.0  22.0   2.9e-12   46.5  22.0   1.2   1   0   0   1   1   1   1 -
EDO42354             -          KOG1215              -            6.6e-12   45.3   8.8   6.6e-12   45.3   8.8   2.8   2   1   1   3   3   2   2 -
EDO45220             -          KOG1215              -            1.6e-11   44.1  17.9   8.4e-11   41.7  18.0   1.8   1   1   0   1   1   1   1 -
EDO33375             -          KOG1215              -            3.5e-10   39.6  15.7   4.5e-10   39.2  15.7   1.1   1   0   0   1   1   1   1 -
EDO43408             -          KOG1215              -              1e-08   34.8   6.1     1e-08   34.8   6.1   1.0   1   0   0   1   1   1   1 -
EDO49858             -          KOG1215              -            2.6e-08   33.4   1.5   2.6e-08   33.4   1.5   1.2   1   0   0   1   1   1   1 -
EDO34304             -          KOG1215              -            3.1e-08   33.2   3.4   3.9e-08   32.9   3.4   1.1   1   0   0   1   1   1   1 -
EDO26636             -          KOG1215              -            9.1e-08   31.7   0.3     1e-07   31.5   0.3   1.1   1   0   0   1   1   1   1 -
EDO36083             -          KOG1215              -            0.00028   20.1   8.4   0.00028   20.1   8.4   1.9   2   0   0   2   2   2   1 -
EDO48210             -          KOG1215              -              0.089   11.9   0.9      0.11   11.5   0.9   1.2   1   0   0   1   1   1   0 -
EDO42409             -          KOG1215              -               0.14   11.3   0.1      0.19   10.8   0.1   1.1   1   0   0   1   1   1   0 -
