#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ENSCINP00000016093   -          KOG3544              -                  0 1471.8 491.3         0 1183.9 311.7   3.0   1   1   2   3   3   3   3 -
ENSCINP00000016017   -          KOG3544              -                  0 1469.0 524.6         0 1177.8 336.4   3.3   1   1   2   3   3   3   3 -
ENSCINP00000003016   -          KOG3544              -           7.6e-168  559.5 506.7  1.8e-105  352.8 308.0   2.5   1   1   1   2   2   2   2 -
ENSCINP00000017221   -          KOG3544              -           3.4e-159  530.9 402.6  4.3e-100  335.0 261.9   2.9   1   1   1   2   2   2   2 -
ENSCINP00000014311   -          KOG3544              -            1.5e-83  280.2 243.0   3.4e-83  279.0 242.9   1.5   1   1   0   1   1   1   1 -
ENSCINP00000019538   -          KOG3544              -            1.6e-79  266.8 236.5   1.1e-56  191.1 155.9   2.0   1   1   1   2   2   2   2 -
ENSCINP00000026433   -          KOG3544              -            1.7e-63  213.7 162.0   1.2e-56  191.0 138.0   1.9   2   0   0   2   2   2   2 -
ENSCINP00000025593   -          KOG3544              -            6.4e-60  201.8 127.8   6.4e-59  198.5 127.7   2.6   1   1   0   1   1   1   1 -
ENSCINP00000001599   -          KOG3544              -            8.5e-47  158.3 123.1   1.1e-46  157.9 123.1   1.1   1   0   0   1   1   1   1 -
ENSCINP00000032334   -          KOG3544              -            6.5e-38  128.9 139.5   6.3e-25   85.8  67.6   1.7   1   1   0   1   1   1   1 -
ENSCINP00000003011   -          KOG3544              -            1.1e-33  114.8  78.3   1.2e-33  114.7  78.3   1.0   1   0   0   1   1   1   1 -
ENSCINP00000030691   -          KOG3544              -            5.1e-30  102.7  74.6   5.6e-30  102.6  74.6   1.0   1   0   0   1   1   1   1 -
ENSCINP00000016185   -          KOG3544              -            5.1e-27   92.8  87.1   3.5e-26   90.0  87.1   1.8   1   1   0   1   1   1   1 -
ENSCINP00000006574   -          KOG3544              -            2.8e-24   83.7  76.5   3.3e-24   83.5  76.5   1.1   1   0   0   1   1   1   1 -
ENSCINP00000032147   -          KOG3544              -            1.4e-23   81.4  53.0   1.7e-23   81.1  53.0   1.1   1   0   0   1   1   1   1 -
ENSCINP00000030764   -          KOG3544              -            1.9e-22   77.6  69.1   2.8e-22   77.0  69.1   1.3   1   1   0   1   1   1   1 -
ENSCINP00000017737   -          KOG3544              -            4.4e-22   76.4  60.3   6.6e-21   72.5  50.9   2.0   2   0   0   2   2   2   2 -
ENSCINP00000034133   -          KOG3544              -            3.4e-15   53.6  29.3   3.8e-15   53.4  29.3   1.0   1   0   0   1   1   1   1 -
ENSCINP00000034735   -          KOG3544              -            1.7e-12   44.6  32.2   2.1e-12   44.3  32.2   1.0   1   0   0   1   1   1   1 -
ENSCINP00000000806   -          KOG3544              -            1.1e-10   38.6  11.8   1.4e-10   38.3  11.8   1.0   1   0   0   1   1   1   1 -
ENSCINP00000011537   -          KOG3544              -            5.3e-10   36.4  28.6   6.3e-10   36.1  28.6   1.1   1   0   0   1   1   1   1 -
ENSCINP00000028365   -          KOG3544              -            2.8e-06   24.0   4.3   3.7e-06   23.6   4.3   1.0   1   0   0   1   1   1   1 -
