#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ENSP00000350140      -          KOG3614              -                  0 2302.7   0.0         0 2302.4   0.0   1.0   1   0   0   1   1   1   1 -
ENSP00000480586      -          KOG3614              -                  0 2274.5   0.2         0 2274.2   0.2   1.0   1   0   0   1   1   1   1 -
ENSP00000437849      -          KOG3614              -                  0 2273.4   0.2         0 2273.1   0.2   1.0   1   0   0   1   1   1   1 -
ENSP00000495860      -          KOG3614              -                  0 2262.6   1.6         0 2262.4   1.6   1.0   1   0   0   1   1   1   1 -
ENSP00000354006      -          KOG3614              -                  0 2225.0   0.5         0 2222.4   0.5   1.8   1   1   0   1   1   1   1 -
ENSP00000381026      -          KOG3614              -           1.6e-242  808.1  15.4  1.3e-161  540.0   2.0   3.1   1   1   0   2   2   2   2 -
ENSP00000252826      -          KOG3614              -           1.4e-212  708.9   0.0  1.3e-110  371.1   0.0   2.0   2   0   0   2   2   2   2 -
ENSP00000434121      -          KOG3614              -           1.4e-194  649.2   0.0    3e-112  376.5   0.0   2.0   2   0   0   2   2   2   2 -
ENSP00000323926      -          KOG3614              -           1.3e-193  646.1  29.0  6.1e-107  358.9   0.5   3.0   1   1   2   3   3   3   3 -
ENSP00000262839      -          KOG3614              -            6.7e-20   70.5  16.3   8.6e-17   60.2  11.3   2.4   1   1   1   2   2   2   2 -
ENSP00000486109      -          KOG3614              -            2.3e-17   62.1  29.1     9e-13   46.9  25.3   2.9   2   1   0   2   2   2   2 -
ENSP00000426070      -          KOG3614              -            3.6e-14   51.5  16.9   3.8e-11   41.5   8.0   2.7   3   0   0   3   3   3   2 -
ENSP00000419313      -          KOG3614              -            4.9e-13   47.8  15.3   1.2e-08   33.2  11.9   2.7   2   1   0   2   2   2   2 -
ENSP00000340913      -          KOG3614              -            7.5e-13   47.2   7.9   1.1e-11   43.3   4.4   3.2   4   0   0   4   4   4   2 -
ENSP00000368966      -          KOG3614              -            4.7e-12   44.5   4.8   4.7e-12   44.5   4.8   3.2   4   0   0   4   4   4   2 -
ENSP00000301365      -          KOG3614              -              5e-06   24.5  10.1   7.8e-06   23.9  10.1   1.2   1   0   0   1   1   1   1 -
ENSP00000479828      -          KOG3614              -            8.4e-05   20.5  13.6   0.00012   20.0  13.6   1.1   1   0   0   1   1   1   1 -
ENSP00000265310      -          KOG3614              -            9.2e-05   20.4  12.9   0.00013   19.8  12.9   1.1   1   0   0   1   1   1   1 -
ENSP00000483049      -          KOG3614              -            9.2e-05   20.4  12.9   0.00013   19.8  12.9   1.1   1   0   0   1   1   1   1 -
ENSP00000352358      -          KOG3614              -             0.0001   20.2  13.6   0.00015   19.7  13.6   1.1   1   0   0   1   1   1   1 -
ENSP00000409627      -          KOG3614              -            0.00023   19.1   6.6   0.00045   18.1   6.6   1.4   1   1   0   1   1   1   1 -
ENSP00000360798      -          KOG3614              -             0.0003   18.7   9.8   0.00044   18.1   9.8   1.2   1   0   0   1   1   1   1 -
ENSP00000393313      -          KOG3614              -            0.00082   17.2   1.1   0.00097   17.0   1.1   1.0   1   0   0   1   1   1   1 -
ENSP00000342222      -          KOG3614              -             0.0031   15.3   2.0    0.0031   15.3   2.0   2.4   3   0   0   3   3   3   1 -
ENSP00000337688      -          KOG3614              -              0.016   12.9   2.4     0.018   12.7   2.4   1.0   1   0   0   1   1   1   0 -
ENSP00000230354      -          KOG3614              -              0.028   12.1   4.3     0.028   12.1   4.3   1.0   1   0   0   1   1   1   0 -
ENSP00000406191      -          KOG3614              -              0.036   11.8   5.3     0.058   11.1   5.3   1.3   1   1   0   1   1   1   0 -
ENSP00000263205      -          KOG3614              -              0.039   11.7  14.6     0.039   11.7  14.6   1.1   1   0   0   1   1   1   0 -
ENSP00000237596      -          KOG3614              -              0.041   11.6  18.5     0.074   10.7  18.5   1.3   1   0   0   1   1   1   0 -
ENSP00000446880      -          KOG3614              -              0.052   11.2   4.0     0.066   10.9   4.0   1.2   1   0   0   1   1   1   0 -
ENSP00000384939      -          KOG3614              -              0.099   10.3   3.4      0.15    9.7   3.4   1.2   1   0   0   1   1   1   0 -
ENSP00000409382      -          KOG3614              -               0.13    9.9   5.9      0.15    9.7   5.9   1.1   1   0   0   1   1   1   0 -
ENSP00000301067      -          KOG3614              -               0.14    9.8  28.4      0.21    9.2  28.4   1.2   1   0   0   1   1   1   0 -
ENSP00000360170      -          KOG3614              -               0.15    9.7   0.6      0.15    9.7   0.6   1.0   1   0   0   1   1   1   0 -
ENSP00000385019      -          KOG3614              -               0.17    9.6   1.5      0.25    9.0   1.5   1.2   1   0   0   1   1   1   0 -
ENSP00000386200      -          KOG3614              -               0.17    9.6  21.5      0.19    9.4  21.5   1.2   1   0   0   1   1   1   0 -
ENSP00000398523      -          KOG3614              -               0.22    9.2  16.1      0.26    8.9  16.1   1.0   1   0   0   1   1   1   0 -
ENSP00000326340      -          KOG3614              -               0.24    9.0   0.5      0.27    8.9   0.5   1.0   1   0   0   1   1   1   0 -
ENSP00000386538      -          KOG3614              -               0.26    8.9   1.4      0.32    8.6   1.4   1.0   1   0   0   1   1   1   0 -
ENSP00000345824      -          KOG3614              -               0.26    8.9   5.6      0.43    8.2   5.6   1.2   1   0   0   1   1   1   0 -
ENSP00000363647      -          KOG3614              -               0.31    8.7   0.1      0.36    8.5   0.1   1.2   1   0   0   1   1   1   0 -
ENSP00000393963      -          KOG3614              -               0.31    8.7   0.1      0.36    8.5   0.1   1.2   1   0   0   1   1   1   0 -
ENSP00000407885      -          KOG3614              -               0.31    8.7   0.1      0.36    8.5   0.1   1.2   1   0   0   1   1   1   0 -
ENSP00000304689      -          KOG3614              -               0.32    8.6   2.4      0.31    8.6   2.4   1.0   1   0   0   1   1   1   0 -
ENSP00000403888      -          KOG3614              -               0.33    8.6   2.0      0.55    7.8   2.0   1.3   1   0   0   1   1   1   0 -
ENSP00000460836      -          KOG3614              -               0.35    8.5   0.4      0.32    8.6   0.4   1.0   1   0   0   1   1   1   0 -
ENSP00000500563      -          KOG3614              -               0.35    8.5   0.4      0.32    8.6   0.4   1.0   1   0   0   1   1   1   0 -
ENSP00000377195      -          KOG3614              -               0.38    8.4   2.6       0.4    8.3   2.6   1.1   1   0   0   1   1   1   0 -
ENSP00000203001      -          KOG3614              -               0.43    8.2   0.3      0.52    7.9   0.3   1.0   1   0   0   1   1   1   0 -
ENSP00000386766      -          KOG3614              -               0.44    8.2   2.5      0.46    8.1   2.5   1.2   1   0   0   1   1   1   0 -
ENSP00000377601      -          KOG3614              -               0.48    8.0   1.5      0.65    7.6   1.5   1.1   1   0   0   1   1   1   0 -
ENSP00000360464      -          KOG3614              -               0.53    7.9  14.1      0.53    7.9  14.1   1.1   1   0   0   1   1   1   0 -
ENSP00000336752      -          KOG3614              -                0.6    7.7   2.1       0.7    7.5   2.1   1.1   1   0   0   1   1   1   0 -
ENSP00000299492      -          KOG3614              -               0.63    7.7   3.8      0.68    7.5   3.8   1.1   1   0   0   1   1   1   0 -
ENSP00000291565      -          KOG3614              -               0.66    7.6   0.0      0.94    7.1   0.0   1.1   1   0   0   1   1   1   0 -
ENSP00000259075      -          KOG3614              -               0.68    7.5   2.2      0.78    7.3   2.2   1.0   1   0   0   1   1   1   0 -
ENSP00000225972      -          KOG3614              -               0.69    7.5   1.9      0.69    7.5   1.9   1.0   1   0   0   1   1   1   0 -
ENSP00000304127      -          KOG3614              -                0.7    7.5   3.3      0.93    7.1   3.3   1.0   1   0   0   1   1   1   0 -
ENSP00000307183      -          KOG3614              -               0.81    7.3   6.6      0.87    7.2   6.6   1.0   1   0   0   1   1   1   0 -
ENSP00000494732      -          KOG3614              -               0.82    7.3   2.4      0.89    7.2   2.4   1.0   1   0   0   1   1   1   0 -
ENSP00000493867      -          KOG3614              -               0.82    7.3   0.8         1    7.0   0.8   1.1   1   0   0   1   1   1   0 -
ENSP00000321617      -          KOG3614              -               0.86    7.2   2.8       1.2    6.7   2.8   1.1   1   0   0   1   1   1   0 -
ENSP00000355231      -          KOG3614              -               0.92    7.1   0.4      0.84    7.2   0.4   1.1   1   0   0   1   1   1   0 -
ENSP00000301280      -          KOG3614              -               0.92    7.1   8.7       1.1    6.8   8.7   1.1   1   0   0   1   1   1   0 -
ENSP00000255194      -          KOG3614              -               0.97    7.0   5.4       1.6    6.3   5.4   1.3   1   0   0   1   1   1   0 -
#
# Program:         hmmsearch
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SEARCH
# Query file:      ../../profiles/RefOG012.strict.hmm
# Target file:     Homo_sapiens.GRCh38.pep.all.fa
# Option settings: hmmsearch -o /dev/null --tblout ../../hmmer_results/Ref012.Homo_sapiens.GRCh38.pep.all.fa.txt --noali -E 1 --max --cpu 1 ../../profiles/RefOG012.strict.hmm Homo_sapiens.GRCh38.pep.all.fa 
# Current dir:     /data/orig/projects/OrthoFinder/benchmarks/Orthobench/v2/proteomes/primary_transcripts
# Date:            Wed Mar 11 18:33:23 2020
# [ok]
