#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ENSTNIP00000003753   -          COG5022              -                  0 2268.9  71.1         0 2267.7  70.5   1.6   1   1   0   1   1   1   1 -
ENSTNIP00000016708   -          COG5022              -                  0 2119.9  23.2         0 2119.5  23.2   1.0   1   0   0   1   1   1   1 -
ENSTNIP00000013541   -          COG5022              -                  0 2019.2   0.0         0 2018.9   0.0   1.0   1   0   0   1   1   1   1 -
ENSTNIP00000013132   -          COG5022              -                  0 1870.7   0.0         0 1870.4   0.0   1.0   1   0   0   1   1   1   1 -
ENSTNIP00000000264   -          COG5022              -                  0 1713.4  13.1         0 1713.2  13.1   1.0   1   0   0   1   1   1   1 -
ENSTNIP00000016769   -          COG5022              -           1.3e-252  841.5  11.4    2e-252  840.9  11.4   1.2   1   0   0   1   1   1   1 -
ENSTNIP00000006312   -          COG5022              -           3.3e-244  813.6  23.8  9.7e-244  812.1  23.9   1.5   1   1   0   1   1   1   1 -
ENSTNIP00000010712   -          COG5022              -           1.5e-240  801.5   2.9  2.1e-240  801.0   2.9   1.1   1   0   0   1   1   1   1 -
ENSTNIP00000000857   -          COG5022              -           5.4e-239  796.3  37.1  5.4e-239  796.3  37.1   4.0   1   1   3   4   4   1   1 -
ENSTNIP00000002181   -          COG5022              -           7.6e-237  789.2  40.4  7.6e-237  789.2  40.4   4.0   1   1   4   5   5   1   1 -
ENSTNIP00000009552   -          COG5022              -           2.8e-234  780.7  34.2  2.8e-234  780.7  34.2   4.0   1   1   3   4   4   2   1 -
ENSTNIP00000006480   -          COG5022              -           6.6e-233  776.2  28.6  6.6e-233  776.2  28.6   4.0   1   1   3   4   4   1   1 -
ENSTNIP00000008222   -          COG5022              -           4.4e-230  766.8  32.7  4.4e-230  766.8  32.7   3.9   1   1   3   4   4   1   1 -
ENSTNIP00000017732   -          COG5022              -           9.3e-228  759.1  31.5  9.3e-228  759.1  31.5   4.0   1   1   3   4   4   1   1 -
ENSTNIP00000010824   -          COG5022              -           4.2e-226  753.6   0.2    7e-226  752.9   0.2   1.2   1   0   0   1   1   1   1 -
ENSTNIP00000010900   -          COG5022              -           7.3e-222  739.6   0.1  7.3e-222  739.6   0.1   4.9   1   1   4   5   5   3   1 -
ENSTNIP00000003180   -          COG5022              -           1.8e-221  738.3   8.9  1.8e-221  738.3   8.9   1.9   1   1   1   2   2   1   1 -
ENSTNIP00000023109   -          COG5022              -             4e-221  737.1   0.2    4e-221  737.1   0.2   5.1   1   1   4   5   5   2   1 -
ENSTNIP00000022977   -          COG5022              -           6.4e-221  736.4  58.0  6.4e-221  736.4  58.0   4.0   1   1   3   4   4   1   1 -
ENSTNIP00000017126   -          COG5022              -           2.3e-219  731.3   4.5  2.3e-219  731.3   4.5   5.1   1   1   4   5   5   1   1 -
ENSTNIP00000010114   -          COG5022              -           9.3e-215  716.0  53.2  9.3e-215  716.0  53.2   4.1   1   1   3   4   4   1   1 -
ENSTNIP00000011278   -          COG5022              -           4.5e-211  703.8  20.2    2e-167  559.2   1.2   2.0   2   0   0   2   2   2   2 -
ENSTNIP00000011106   -          COG5022              -           2.4e-210  701.4   3.9  3.4e-210  700.9   3.9   1.1   1   0   0   1   1   1   1 -
ENSTNIP00000012452   -          COG5022              -           5.1e-210  700.3  22.0  7.6e-170  567.2   2.2   2.6   3   0   0   3   3   3   2 -
ENSTNIP00000001018   -          COG5022              -           5.9e-207  690.2 217.7  1.4e-206  688.9 123.9   4.8   1   1   3   4   4   1   1 -
ENSTNIP00000006335   -          COG5022              -           5.2e-204  680.4  52.5  5.2e-204  680.4  52.5   4.1   1   1   1   3   3   2   1 -
ENSTNIP00000020172   -          COG5022              -           1.3e-203  679.1  23.7  2.9e-203  678.0  23.6   1.5   1   1   0   1   1   1   1 -
ENSTNIP00000005506   -          COG5022              -           1.5e-202  675.6   4.4  2.1e-202  675.1   4.4   1.1   1   0   0   1   1   1   1 -
ENSTNIP00000014456   -          COG5022              -           1.1e-201  672.7   8.5  2.2e-201  671.7   8.5   1.4   1   0   0   1   1   1   1 -
ENSTNIP00000017736   -          COG5022              -           1.7e-199  665.5   2.1  1.7e-199  665.5   2.1   4.2   1   1   3   4   4   1   1 -
ENSTNIP00000000555   -          COG5022              -           1.8e-199  665.3   5.4  2.5e-199  664.9   5.4   1.1   1   0   0   1   1   1   1 -
ENSTNIP00000012204   -          COG5022              -           5.6e-199  663.7   5.1  8.7e-199  663.1   5.1   1.1   1   0   0   1   1   1   1 -
ENSTNIP00000014752   -          COG5022              -             7e-199  663.4   4.4  8.9e-199  663.1   4.4   1.1   1   0   0   1   1   1   1 -
ENSTNIP00000011930   -          COG5022              -           2.1e-198  661.8   7.4  2.6e-198  661.5   7.4   1.0   1   0   0   1   1   1   1 -
ENSTNIP00000005379   -          COG5022              -           2.8e-195  651.5   5.9  1.6e-117  393.8   5.3   2.1   2   0   0   2   2   2   2 -
ENSTNIP00000011402   -          COG5022              -           5.1e-195  650.6   3.9    1e-194  649.6   3.9   1.3   1   1   0   1   1   1   1 -
