#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ENSRNOP00000075159   -          KOG1215              -           2.7e-227  756.0 490.2   1.8e-28   99.9   0.0  19.8   4   4  15  19  19  19  18 -
ENSRNOP00000034210   -          KOG1215              -           3.6e-172  574.1 499.2   1.5e-21   77.0  52.5  20.9   5   4  13  18  18  17  17 -
ENSRNOP00000017575   -          KOG1215              -            1.1e-50  173.2 125.8   3.7e-27   95.5  55.2   5.3   1   1   3   4   4   4   4 -
ENSRNOP00000021353   -          KOG1215              -            7.3e-49  167.1 157.3   7.9e-13   48.2  30.7   7.6   1   1   6   7   7   7   7 -
ENSRNOP00000036229   -          KOG1215              -            1.6e-47  162.7 151.4     9e-18   64.5  44.1   7.8   2   1   5   7   7   6   6 -
ENSRNOP00000061602   -          KOG1215              -            2.7e-43  148.8 129.5   7.8e-15   54.8  52.3   5.3   1   1   2   4   4   4   4 -
ENSRNOP00000013496   -          KOG1215              -            3.9e-43  148.2 154.9   1.2e-18   67.4  38.9   5.8   1   1   4   5   5   5   5 -
ENSRNOP00000005668   -          KOG1215              -            7.3e-38  130.8  87.2   6.5e-18   65.0  37.0   3.3   1   1   2   3   3   3   3 -
ENSRNOP00000047160   -          KOG1215              -            4.8e-37  128.1 118.8   4.6e-11   42.4  56.5   6.4   1   1   4   5   5   5   5 -
ENSRNOP00000009960   -          KOG1215              -            7.1e-36  124.3   0.2   7.9e-36  124.1   0.2   1.0   1   0   0   1   1   1   1 -
ENSRNOP00000015384   -          KOG1215              -            5.8e-32  111.3  37.9   3.7e-16   59.2   7.0   3.1   2   1   1   3   3   3   3 -
ENSRNOP00000015979   -          KOG1215              -            2.4e-31  109.3   0.2   3.1e-31  108.9   0.2   1.1   1   0   0   1   1   1   1 -
ENSRNOP00000037189   -          KOG1215              -            1.4e-30  106.8 113.0     3e-20   72.7  81.1  15.9   5   2   4   9   9   4   4 -
ENSRNOP00000071445   -          KOG1215              -            7.7e-27   94.4  19.2   1.6e-20   73.6   7.5   2.3   1   1   1   2   2   2   2 -
ENSRNOP00000034954   -          KOG1215              -            1.3e-26   93.7  57.0   3.5e-12   46.0   9.7   6.3   4   2   3   7   7   4   4 -
ENSRNOP00000015468   -          KOG1215              -            6.1e-24   84.9  29.5   1.8e-14   53.6  24.7   2.4   2   1   0   2   2   2   2 -
ENSRNOP00000009139   -          KOG1215              -            8.9e-24   84.3  50.4   5.6e-21   75.1  50.7   2.7   1   1   0   1   1   1   1 -
ENSRNOP00000069591   -          KOG1215              -            4.6e-23   82.0  20.2   6.1e-23   81.6  20.2   1.1   1   0   0   1   1   1   1 -
ENSRNOP00000074998   -          KOG1215              -            9.5e-23   80.9  80.7   5.1e-09   35.6   8.6   6.7   4   2   0   5   5   5   5 -
ENSRNOP00000041453   -          KOG1215              -            7.2e-21   74.7  14.0   8.9e-21   74.4  14.0   1.2   1   0   0   1   1   1   1 -
ENSRNOP00000059656   -          KOG1215              -            8.9e-21   74.4   0.3   1.1e-20   74.1   0.3   1.1   1   0   0   1   1   1   1 -
ENSRNOP00000022213   -          KOG1215              -            1.8e-19   70.1   9.6   1.6e-15   57.1   5.5   2.5   1   1   1   2   2   2   2 -
ENSRNOP00000051102   -          KOG1215              -            1.9e-16   60.1   0.0   1.7e-15   57.0   0.0   2.0   1   1   0   1   1   1   1 -
ENSRNOP00000009067   -          KOG1215              -            9.8e-16   57.8  30.7   1.8e-15   56.9  30.7   1.4   1   1   0   1   1   1   1 -
ENSRNOP00000000200   -          KOG1215              -              2e-15   56.8  17.2   3.4e-15   56.0  17.2   1.4   1   0   0   1   1   1   1 -
ENSRNOP00000042615   -          KOG1215              -            1.2e-12   47.6   8.4   7.8e-08   31.7   1.3   2.3   2   0   0   2   2   2   2 -
ENSRNOP00000054184   -          KOG1215              -            4.4e-11   42.4  16.0   4.9e-10   39.0  16.1   1.9   1   1   0   1   1   1   1 -
ENSRNOP00000019181   -          KOG1215              -            1.5e-09   37.4   0.7   1.7e-09   37.2   0.7   1.1   1   0   0   1   1   1   1 -
ENSRNOP00000071685   -          KOG1215              -            1.8e-08   33.8  24.6   1.8e-08   33.8  24.6   2.2   1   1   1   2   2   1   1 -
ENSRNOP00000069196   -          KOG1215              -            5.5e-08   32.2   0.3   5.5e-08   32.2   0.3   2.0   2   0   0   2   2   2   1 -
ENSRNOP00000074167   -          KOG1215              -            5.7e-08   32.2   2.5   5.7e-08   32.2   2.5   2.1   1   1   0   2   2   2   1 -
ENSRNOP00000028847   -          KOG1215              -              8e-08   31.7   7.9   1.6e-07   30.7   0.0   2.5   1   1   1   2   2   1   1 -
ENSRNOP00000041782   -          KOG1215              -            9.8e-08   31.4   0.3   1.5e-07   30.8   0.3   1.2   1   0   0   1   1   1   1 -
ENSRNOP00000048627   -          KOG1215              -            1.5e-07   30.8   0.3   1.5e-07   30.8   0.3   2.0   2   0   0   2   2   2   1 -
ENSRNOP00000074773   -          KOG1215              -              4e-07   29.4   0.0   4.2e-05   22.7   0.0   2.3   1   1   0   1   1   1   1 -
ENSRNOP00000010100   -          KOG1215              -            2.5e-06   26.7   8.7   2.5e-06   26.7   8.7   1.9   2   0   0   2   2   1   1 -
ENSRNOP00000021739   -          KOG1215              -            4.1e-06   26.1   1.4   4.9e-06   25.8   1.4   1.2   1   0   0   1   1   1   1 -
ENSRNOP00000063871   -          KOG1215              -            4.3e-06   26.0  12.8   4.3e-06   26.0  12.8   1.9   2   0   0   2   2   1   1 -
ENSRNOP00000069737   -          KOG1215              -            5.8e-06   25.5  14.9   7.1e-06   25.3  14.9   1.1   1   0   0   1   1   1   1 -
ENSRNOP00000022390   -          KOG1215              -              2e-05   23.8  21.0     0.025   13.6  15.6   2.8   2   1   0   2   2   2   2 -
ENSRNOP00000062828   -          KOG1215              -            3.6e-05   22.9   1.9   4.7e-05   22.5   1.9   1.1   1   0   0   1   1   1   1 -
ENSRNOP00000018545   -          KOG1215              -            4.1e-05   22.7  16.9   4.1e-05   22.7  16.9   2.0   2   1   0   2   2   2   1 -
ENSRNOP00000001540   -          KOG1215              -            5.6e-05   22.3   0.1     8e-05   21.8   0.1   1.2   1   0   0   1   1   1   1 -
ENSRNOP00000074387   -          KOG1215              -             0.0001   21.4   8.8    0.0001   21.4   8.8   2.4   2   0   0   2   2   1   1 -
ENSRNOP00000019384   -          KOG1215              -            0.00012   21.3   2.2   0.00014   21.0   2.2   1.2   1   0   0   1   1   1   1 -
ENSRNOP00000001197   -          KOG1215              -            0.00016   20.7   4.5   0.00025   20.2   4.5   1.2   1   0   0   1   1   1   1 -
ENSRNOP00000018009   -          KOG1215              -            0.00037   19.6   5.7   0.00052   19.1   5.7   1.2   1   0   0   1   1   1   1 -
ENSRNOP00000029891   -          KOG1215              -             0.0035   16.4  20.5    0.0035   16.4  20.5   3.3   2   2   0   2   2   1   1 -
ENSRNOP00000033541   -          KOG1215              -              0.014   14.4   5.7     0.021   13.8   5.7   1.1   1   0   0   1   1   1   0 -
ENSRNOP00000021949   -          KOG1215              -               0.02   13.8   0.4     0.029   13.3   0.4   1.2   1   0   0   1   1   1   0 -
ENSRNOP00000046830   -          KOG1215              -              0.037   13.0   0.3     0.053   12.5   0.3   1.3   1   0   0   1   1   1   0 -
ENSRNOP00000032468   -          KOG1215              -              0.076   12.0   0.4     0.086   11.8   0.4   1.1   1   0   0   1   1   1   0 -
ENSRNOP00000053950   -          KOG1215              -              0.082   11.8   0.0     0.082   11.8   0.0   4.7   5   1   0   5   5   1   0 -
ENSRNOP00000053948   -          KOG1215              -               0.32    9.9   0.0      0.32    9.9   0.0   5.1   3   2   0   3   3   1   0 -
ENSRNOP00000074834   -          KOG1215              -               0.61    9.0   0.0      0.61    9.0   0.0   6.0   3   3   1   5   5   1   0 -
ENSRNOP00000007190   -          KOG1215              -               0.73    8.7   0.3       1.3    7.9   0.3   1.3   1   0   0   1   1   1   0 -
ENSRNOP00000066915   -          KOG1215              -               0.86    8.5   5.2         1    8.2   5.2   1.1   1   0   0   1   1   1   0 -
ENSRNOP00000011630   -          KOG1215              -               0.91    8.4   0.1       1.4    7.8   0.1   1.2   1   0   0   1   1   1   0 -
#
# Program:         hmmsearch
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SEARCH
