#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ENSCAFP00000014623   -          KOG1216              -                  0 1742.8 247.5         0 1559.2 174.3   6.7   2   2   3   5   5   4   4 -
ENSCAFP00000056775   -          KOG1216              -                  0 1690.9 209.9         0 1576.2 164.1   9.1   1   1   5   7   7   6   4 -
ENSCAFP00000014573   -          KOG1216              -                  0 1402.5 113.3         0 1401.5  98.0   1.8   1   1   1   2   2   2   2 -
ENSCAFP00000046095   -          KOG1216              -                  0 1391.2 128.5         0 1389.0 128.5   2.4   1   1   0   1   1   1   1 -
ENSCAFP00000013319   -          KOG1216              -                  0 1343.1  82.2         0 1214.2  44.4   4.4   3   1   1   4   4   3   3 -
ENSCAFP00000053390   -          KOG1216              -                  0 1335.4 195.7         0 1175.2  96.7   6.9   3   3   3   7   7   5   4 -
ENSCAFP00000042190   -          KOG1216              -                  0 1290.1  86.5         0 1288.7  86.5   1.7   1   1   0   1   1   1   1 -
ENSCAFP00000059042   -          KOG1216              -                  0 1266.7 147.3         0 1138.8 101.5   5.7   2   1   3   6   6   4   4 -
ENSCAFP00000014293   -          KOG1216              -                  0 1262.3 104.5         0 1262.0 104.5   1.0   1   0   0   1   1   1   1 -
ENSCAFP00000052149   -          KOG1216              -                  0 1210.2 176.6  1.2e-118  397.4  51.1   8.8   1   1   5   7   7   7   7 -
ENSCAFP00000040196   -          KOG1216              -                  0 1137.6 652.1    6e-252  838.9  66.3  22.1  15   4   4  21  21  16  15 -
ENSCAFP00000014576   -          KOG1216              -                  0 1012.0 132.5  2.9e-302 1005.5 115.4   2.0   1   1   1   2   2   2   2 -
ENSCAFP00000017418   -          KOG1216              -           1.1e-179  599.6 148.6  2.2e-100  337.0  72.5   5.9   2   1   3   5   5   4   4 -
ENSCAFP00000058549   -          KOG1216              -            4.8e-67  226.6   7.3   1.1e-57  195.6   0.0  19.8   5   3  12  20  20  18   5 -
ENSCAFP00000004726   -          KOG1216              -            1.2e-57  195.5  28.6   1.2e-57  195.5  28.6   4.9   1   1   2   4   4   4   1 -
ENSCAFP00000020517   -          KOG1216              -            4.9e-10   37.8   0.0   4.6e-06   24.6   0.0   2.1   1   1   0   2   2   2   2 -
ENSCAFP00000003350   -          KOG1216              -            1.4e-09   36.3   0.1   1.4e-09   36.3   0.1   4.8   3   2   1   5   5   2   1 -
ENSCAFP00000018973   -          KOG1216              -            1.9e-09   35.8   0.0   1.9e-09   35.8   0.0   2.2   2   0   0   2   2   1   1 -
ENSCAFP00000036714   -          KOG1216              -            1.5e-08   32.9  10.2   1.5e-08   32.9  10.2   6.4   4   3   3   7   7   6   3 -
ENSCAFP00000036298   -          KOG1216              -            3.2e-05   21.8   8.7   3.2e-05   21.8   8.7   1.9   2   0   0   2   2   1   1 -
