#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ENSPTRP00000091776   -          NOG46262             -                  0 1687.1 173.5         0 1684.3 167.6   4.3   2   1   1   4   4   3   2 -
ENSPTRP00000054333   -          NOG46262             -            9.1e-71  239.5 106.8   3.3e-39  135.0  75.3   6.5   2   1   4   7   7   6   4 -
ENSPTRP00000074147   -          NOG46262             -            2.4e-31  108.9  12.1   3.1e-31  108.6  12.1   1.0   1   0   0   1   1   1   1 -
ENSPTRP00000092836   -          NOG46262             -            1.6e-30  106.2   2.8   6.7e-28   97.5   0.7   2.0   1   1   1   2   2   2   2 -
ENSPTRP00000076194   -          NOG46262             -            6.7e-26   90.9  11.7   7.4e-26   90.7  11.7   1.0   1   0   0   1   1   1   1 -
ENSPTRP00000073455   -          NOG46262             -            3.8e-23   81.8   1.5   4.1e-20   71.7   0.1   2.0   1   1   1   2   2   2   2 -
ENSPTRP00000040053   -          NOG46262             -              3e-22   78.8  24.6   1.4e-16   60.0   6.0   3.0   2   1   1   3   3   3   3 -
ENSPTRP00000001775   -          NOG46262             -            1.2e-14   53.6  28.2   8.2e-10   37.6  10.1   3.1   2   1   1   3   3   3   3 -
ENSPTRP00000092968   -          NOG46262             -              6e-14   51.3   9.6   7.4e-14   51.0   9.6   1.0   1   0   0   1   1   1   1 -
ENSPTRP00000058531   -          NOG46262             -            5.2e-13   48.2  12.7   5.2e-13   48.2  12.7   1.7   1   1   1   2   2   2   1 -
ENSPTRP00000056359   -          NOG46262             -            1.4e-10   40.1  10.3   1.4e-10   40.1  10.3   3.3   1   1   2   4   4   4   1 -
ENSPTRP00000039280   -          NOG46262             -            0.00059   18.2   5.6   0.00059   18.2   5.6   2.4   3   1   0   4   4   3   1 -
ENSPTRP00000075718   -          NOG46262             -             0.0057   14.9   0.0    0.0057   14.9   0.0   2.9   3   1   0   3   3   1   1 -
ENSPTRP00000055314   -          NOG46262             -              0.016   13.5   0.2     0.017   13.3   0.2   1.0   1   0   0   1   1   1   0 -
ENSPTRP00000080181   -          NOG46262             -              0.018   13.3   0.0     0.018   13.3   0.0   3.7   3   1   1   4   4   3   0 -
ENSPTRP00000084197   -          NOG46262             -               0.03   12.5  19.7     0.041   12.1  19.7   1.1   1   0   0   1   1   1   0 -
ENSPTRP00000063836   -          NOG46262             -              0.034   12.4   7.2     0.042   12.1   7.2   1.1   1   0   0   1   1   1   0 -
ENSPTRP00000056148   -          NOG46262             -               0.06   11.5   5.2     0.073   11.3   5.2   1.1   1   0   0   1   1   1   0 -
ENSPTRP00000018298   -          NOG46262             -               0.11   10.7  12.5      0.13   10.5  12.5   1.2   1   0   0   1   1   1   0 -
ENSPTRP00000034380   -          NOG46262             -               0.11   10.7   2.8      0.18   10.0   2.8   1.2   1   0   0   1   1   1   0 -
ENSPTRP00000008855   -          NOG46262             -               0.12   10.5   2.3      0.17   10.1   2.3   1.2   1   0   0   1   1   1   0 -
ENSPTRP00000070592   -          NOG46262             -               0.13   10.5   8.9      0.17   10.1   8.9   1.1   1   0   0   1   1   1   0 -
ENSPTRP00000039213   -          NOG46262             -               0.13   10.4   2.2      0.15   10.3   2.2   1.0   1   0   0   1   1   1   0 -
ENSPTRP00000025369   -          NOG46262             -               0.18   10.0  12.1      0.26    9.5  12.1   1.3   1   0   0   1   1   1   0 -
ENSPTRP00000046911   -          NOG46262             -               0.19    9.9   7.6      0.26    9.5   7.6   1.1   1   0   0   1   1   1   0 -
ENSPTRP00000033253   -          NOG46262             -               0.23    9.6   2.3      0.37    8.9   2.3   1.3   1   1   0   1   1   1   0 -
ENSPTRP00000049996   -          NOG46262             -               0.31    9.2   1.3       2.8    6.0   0.2   1.9   1   1   1   2   2   2   0 -
ENSPTRP00000074603   -          NOG46262             -               0.32    9.1   2.6       0.7    8.0   2.6   1.6   1   0   0   1   1   1   0 -
ENSPTRP00000005228   -          NOG46262             -               0.32    9.1   0.1      0.44    8.7   0.1   1.4   1   1   0   1   1   1   0 -
ENSPTRP00000016398   -          NOG46262             -               0.36    9.0   1.0      0.66    8.1   1.0   1.3   1   0   0   1   1   1   0 -
ENSPTRP00000003288   -          NOG46262             -               0.36    9.0   7.5      0.53    8.4   7.5   1.2   1   0   0   1   1   1   0 -
ENSPTRP00000053172   -          NOG46262             -               0.36    9.0   6.1      0.43    8.7   6.1   1.1   1   0   0   1   1   1   0 -
ENSPTRP00000064640   -          NOG46262             -                0.4    8.8   1.6      0.45    8.6   1.6   1.2   1   0   0   1   1   1   0 -
ENSPTRP00000045856   -          NOG46262             -               0.43    8.7   0.1        63    1.6   0.0   3.0   3   1   0   3   3   1   0 -
ENSPTRP00000021536   -          NOG46262             -               0.49    8.5   4.0       0.6    8.2   4.0   1.0   1   0   0   1   1   1   0 -
ENSPTRP00000007026   -          NOG46262             -               0.52    8.5   5.2      0.93    7.6   5.2   1.3   1   0   0   1   1   1   0 -
ENSPTRP00000006703   -          NOG46262             -               0.58    8.3   0.3      0.73    8.0   0.3   1.1   1   0   0   1   1   1   0 -
ENSPTRP00000068252   -          NOG46262             -               0.64    8.1   2.6       0.7    8.0   2.6   1.0   1   0   0   1   1   1   0 -
ENSPTRP00000080270   -          NOG46262             -               0.64    8.1   2.6       0.7    8.0   2.6   1.0   1   0   0   1   1   1   0 -
ENSPTRP00000086556   -          NOG46262             -               0.65    8.1   3.9      0.73    8.0   3.9   1.0   1   0   0   1   1   1   0 -
ENSPTRP00000010396   -          NOG46262             -               0.67    8.1   1.2      0.91    7.6   1.2   1.2   1   0   0   1   1   1   0 -
ENSPTRP00000002301   -          NOG46262             -               0.67    8.1   1.8      0.79    7.8   1.8   1.1   1   0   0   1   1   1   0 -
ENSPTRP00000085347   -          NOG46262             -                0.7    8.0   5.6      0.89    7.7   5.6   1.1   1   0   0   1   1   1   0 -
ENSPTRP00000017497   -          NOG46262             -               0.75    7.9   0.0      0.83    7.8   0.0   1.2   1   0   0   1   1   1   0 -
ENSPTRP00000092675   -          NOG46262             -               0.82    7.8   7.5       1.1    7.4   7.5   1.1   1   0   0   1   1   1   0 -
ENSPTRP00000021425   -          NOG46262             -               0.89    7.7   3.1       1.1    7.4   3.1   1.1   1   0   0   1   1   1   0 -
ENSPTRP00000003388   -          NOG46262             -               0.94    7.6   3.3         1    7.4   3.3   1.2   1   0   0   1   1   1   0 -
ENSPTRP00000016417   -          NOG46262             -               0.96    7.6   2.0       1.1    7.3   2.0   1.0   1   0   0   1   1   1   0 -
#
# Program:         hmmsearch
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SEARCH
# Query file:      ../../profiles/RefOG014.strict.hmm
# Target file:     Pan_troglodytes.Pan_tro_3.0.pep.all.fa
# Option settings: hmmsearch -o /dev/null --tblout ../../hmmer_results/Ref014.Pan_troglodytes.Pan_tro_3.0.pep.all.fa.txt --noali -E 1 --max --cpu 1 ../../profiles/RefOG014.strict.hmm Pan_troglodytes.Pan_tro_3.0.pep.all.fa 
# Current dir:     /data/orig/projects/OrthoFinder/benchmarks/Orthobench/v2/proteomes/primary_transcripts
# Date:            Wed Mar 11 18:37:04 2020
# [ok]
