#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ENSGALP00000057876   -          KOG0200              -                  0 1398.9   0.0   1.3e-20   73.2   0.0  39.4   8   5  24  36  36  36  36 -
ENSGALP00000001710   -          KOG0200              -                  0 1102.7   0.0         0 1102.2   0.0   1.2   1   0   0   1   1   1   1 -
ENSGALP00000046610   -          KOG0200              -                  0 1100.5   0.0         0 1074.9   0.0   2.0   1   1   1   2   2   2   2 -
ENSGALP00000045192   -          KOG0200              -                  0 1079.5   0.0         0 1071.9   0.0   1.9   1   1   1   2   2   2   2 -
ENSGALP00000025286   -          KOG0200              -                  0 1051.5   0.0         0 1035.5   0.0   2.0   1   1   1   2   2   2   2 -
ENSGALP00000065000   -          KOG0200              -           1.4e-155  518.9   0.0   4.4e-10   38.3   0.0  17.1  17   0   0  17  17  17  17 -
ENSGALP00000022522   -          KOG0200              -           3.3e-134  448.4   3.9   8.6e-99  331.4   0.0   7.3   1   1   4   7   7   7   6 -
ENSGALP00000012356   -          KOG0200              -           1.1e-133  446.7   0.1     2e-98  330.1   0.0   6.4   1   1   4   5   5   5   4 -
ENSGALP00000027556   -          KOG0200              -           1.4e-130  436.4   3.0   5.9e-97  325.3   0.0   6.8   3   2   2   6   6   6   3 -
ENSGALP00000051462   -          KOG0200              -           1.4e-129  433.1   0.0     1e-13   50.3   0.0  19.1   4   3   6  14  14  14  14 -
ENSGALP00000009174   -          KOG0200              -           2.8e-124  415.5   0.2   1.2e-98  330.9   0.0   6.2   3   2   3   6   6   5   4 -
ENSGALP00000014004   -          KOG0200              -           6.4e-113  378.0   0.0   1.5e-80  271.1   0.0   5.5   1   1   4   5   5   5   4 -
ENSGALP00000060008   -          KOG0200              -           4.6e-111  371.9   0.0  6.5e-111  371.4   0.0   1.1   1   0   0   1   1   1   1 -
ENSGALP00000009176   -          KOG0200              -           1.4e-109  367.0   0.0     2e-91  307.1   0.0   5.1   3   2   1   4   4   4   2 -
ENSGALP00000043875   -          KOG0200              -           1.5e-108  363.6   1.7   4.7e-54  183.6   0.0   4.4   3   1   0   3   3   3   2 -
ENSGALP00000051217   -          KOG0200              -           5.1e-105  351.9   0.0   1.3e-99  334.1   0.0   5.0   1   1   0   1   1   1   1 -
ENSGALP00000064586   -          KOG0200              -           2.6e-102  343.0   6.2     2e-54  184.8   0.0   4.8   3   1   1   4   4   3   3 -
ENSGALP00000044942   -          KOG0200              -              2e-96  323.5   0.0   3.9e-70  236.7   0.0   4.6   2   2   1   4   4   3   3 -
ENSGALP00000061379   -          KOG0200              -            1.2e-95  321.0  20.4   2.1e-17   62.5   0.0  11.4   5   3   3  10  10  10  10 -
ENSGALP00000054394   -          KOG0200              -            4.3e-95  319.1   0.1   1.1e-94  317.8   0.0   1.7   2   0   0   2   2   1   1 -
ENSGALP00000072046   -          KOG0200              -            7.6e-91  305.1   0.0   1.4e-86  291.1   0.0   2.9   2   1   0   2   2   2   2 -
ENSGALP00000016165   -          KOG0200              -            1.2e-87  294.6   0.0   2.1e-84  283.8   0.1   3.0   3   0   0   3   3   3   1 -
ENSGALP00000069010   -          KOG0200              -            7.9e-81  272.0   0.0   1.4e-78  264.7   0.0   3.6   1   1   0   1   1   1   1 -
ENSGALP00000049680   -          KOG0200              -            1.1e-79  268.3   0.1     8e-66  222.5   0.0   3.2   2   1   1   3   3   3   3 -
ENSGALP00000066282   -          KOG0200              -            1.3e-77  261.4   0.0   1.1e-10   40.3   0.0  10.6   7   4   3  10  10  10  10 -
ENSGALP00000021606   -          KOG0200              -            6.3e-77  259.1   0.0   1.3e-76  258.1   0.0   1.4   1   1   0   1   1   1   1 -
ENSGALP00000018315   -          KOG0200              -            8.4e-75  252.1   0.0   2.4e-12   45.8   0.0  15.4   4   3   7  14  14  13  11 -
ENSGALP00000048413   -          KOG0200              -            5.7e-71  239.5   0.0   8.6e-71  238.9   0.0   1.2   1   0   0   1   1   1   1 -
ENSGALP00000056946   -          KOG0200              -            2.6e-70  237.3   0.0   4.8e-70  236.4   0.0   1.3   1   0   0   1   1   1   1 -
ENSGALP00000017932   -          KOG0200              -            4.9e-70  236.4   0.0   1.5e-60  205.1   0.0   2.2   2   0   0   2   2   2   2 -
ENSGALP00000021608   -          KOG0200              -              7e-70  235.9   0.0   1.1e-69  235.3   0.0   1.2   1   0   0   1   1   1   1 -
ENSGALP00000057609   -          KOG0200              -            1.4e-69  234.9   0.0   9.5e-54  182.6   0.0   2.0   1   1   1   2   2   2   2 -
ENSGALP00000024493   -          KOG0200              -            4.4e-69  233.2   0.0   1.1e-58  198.8   0.0   2.3   2   1   0   2   2   2   2 -
ENSGALP00000006154   -          KOG0200              -            2.1e-68  231.0   0.7   2.4e-67  227.5   0.1   2.5   2   1   0   2   2   1   1 -
ENSGALP00000052767   -          KOG0200              -            3.5e-68  230.3   0.1   1.3e-67  228.4   0.1   1.6   1   1   0   1   1   1   1 -
ENSGALP00000054188   -          KOG0200              -            6.3e-67  226.1   0.0   8.7e-65  219.0   0.0   2.5   2   1   0   2   2   2   1 -
ENSGALP00000025946   -          KOG0200              -              3e-66  223.9   0.9   3.9e-16   58.3   0.1   7.9   3   1   5   9   9   9   7 -
ENSGALP00000014051   -          KOG0200              -            4.1e-65  220.1   0.0   5.3e-56  190.0   0.0   2.4   2   0   0   2   2   2   2 -
ENSGALP00000068502   -          KOG0200              -            6.4e-65  219.5   0.0   4.4e-64  216.7   0.0   2.2   1   1   0   1   1   1   1 -
ENSGALP00000036566   -          KOG0200              -            1.5e-64  218.3   0.0   2.5e-64  217.6   0.0   1.2   1   0   0   1   1   1   1 -
ENSGALP00000024119   -          KOG0200              -            9.8e-64  215.6   0.0   5.8e-63  213.0   0.0   1.8   1   1   0   1   1   1   1 -
ENSGALP00000069903   -          KOG0200              -            5.6e-63  213.1   0.0     4e-54  183.8   0.0   2.8   1   1   1   2   2   2   2 -
ENSGALP00000011821   -          KOG0200              -            7.8e-63  212.6   0.0   5.2e-14   51.3   0.0   8.8   4   2   5   9   9   7   5 -
ENSGALP00000047115   -          KOG0200              -            1.4e-62  211.8   0.0   8.2e-62  209.2   0.0   1.8   1   1   0   1   1   1   1 -
ENSGALP00000070314   -          KOG0200              -            2.8e-62  210.7   0.0   3.7e-62  210.4   0.0   1.1   1   0   0   1   1   1   1 -
ENSGALP00000068822   -          KOG0200              -            3.7e-62  210.4   0.0   1.5e-61  208.4   0.0   1.7   1   1   0   1   1   1   1 -
ENSGALP00000054618   -          KOG0200              -            5.9e-62  209.7   0.0   2.6e-61  207.6   0.0   1.8   1   1   0   1   1   1   1 -
