#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ENSP00000400365      -          KOG1836              -                  0 2904.2 227.4         0 2555.3   0.0   8.3   3   2   3   6   6   6   6 -
ENSP00000374309      -          KOG1836              -                  0 2796.7 248.1         0 2468.5   0.5   7.6   3   2   4   7   7   7   7 -
ENSP00000363827      -          KOG1836              -           3.2e-257  857.2 152.3   6.1e-77  259.7  18.9   8.2   6   2   2   8   8   6   6 -
ENSP00000252999      -          KOG1836              -           7.3e-243  809.6 334.0  1.8e-106  357.6   0.0  13.4   4   4   8  12  12  12  12 -
ENSP00000324532      -          KOG1836              -           1.6e-222  742.2 241.4  2.9e-186  622.0   9.4   7.1   3   3   2   6   6   6   6 -
ENSP00000230538      -          KOG1836              -           1.5e-152  510.3  98.5   4.8e-61  207.0   0.0   5.8   1   1   3   4   4   4   4 -
ENSP00000377191      -          KOG1836              -           1.1e-100  338.4 257.8     2e-29  102.2  26.7   8.1   3   2   5   8   8   8   7 -
ENSP00000258341      -          KOG1836              -              4e-92  310.0 246.9   6.9e-41  140.2  38.0   7.4   2   2   5   7   7   7   7 -
ENSP00000388325      -          KOG1836              -            3.2e-87  293.8 260.6   1.2e-25   89.7  40.8   9.3   4   3   5   9   9   9   8 -
ENSP00000354360      -          KOG1836              -              9e-82  275.7 204.0   1.8e-33  115.6  50.1   7.4   2   2   4   6   6   6   5 -
ENSP00000501296      -          KOG1836              -            2.2e-80  271.1 187.6   1.4e-34  119.3   0.0   9.1   2   1   7   9   9   9   9 -
ENSP00000205386      -          KOG1836              -            9.2e-77  259.1 288.5   2.7e-23   81.9  43.0   9.1   3   2   5   8   8   7   7 -
ENSP00000488920      -          KOG1836              -            3.1e-68  230.8  19.4   7.5e-31  106.9   0.0   6.8   3   2   2   5   5   5   4 -
ENSP00000385142      -          KOG1836              -            1.3e-61  208.9  20.2   4.9e-15   54.5   0.0   7.5   3   2   3   6   6   6   5 -
ENSP00000265459      -          KOG1836              -            7.6e-61  206.3   0.0   1.4e-13   49.6   0.0   7.0   4   1   3   7   7   7   6 -
ENSP00000264144      -          KOG1836              -            1.6e-54  185.3 161.5   4.1e-35  121.0  29.8   5.9   2   2   1   4   4   4   4 -
ENSP00000368678      -          KOG1836              -            1.2e-50  172.5  19.5   8.9e-16   57.0   0.0   9.7   7   4   3  11  11   6   5 -
ENSP00000346964      -          KOG1836              -            3.6e-44  151.1  24.3   1.7e-15   56.1   0.1   5.6   2   2   1   5   5   5   3 -
ENSP00000348384      -          KOG1836              -            4.2e-40  137.6 118.6   1.2e-19   69.8  43.5   5.3   1   1   4   5   5   5   5 -
ENSP00000363040      -          KOG1836              -            1.4e-37  129.2  90.9   3.1e-17   61.8  42.2   4.0   1   1   3   4   4   4   4 -
ENSP00000399013      -          KOG1836              -            7.8e-37  126.8  14.8   1.7e-22   79.2   0.0   4.2   2   1   2   4   4   3   3 -
ENSP00000354778      -          KOG1836              -            2.1e-35  122.1  19.6   5.7e-23   80.8   0.0   4.7   3   2   1   4   4   3   3 -
ENSP00000297668      -          KOG1836              -            1.3e-32  112.7   3.8   5.5e-11   41.1   0.0   5.1   2   2   2   4   4   3   3 -
ENSP00000478671      -          KOG1836              -            2.5e-32  111.8   3.8     2e-10   39.2   0.1   5.2   2   2   2   4   4   3   3 -
ENSP00000264638      -          KOG1836              -            1.7e-31  109.1   0.9   6.6e-18   64.0   0.0   4.3   3   2   1   4   4   3   3 -
ENSP00000417628      -          KOG1836              -            3.8e-31  107.9  12.5   3.4e-16   58.3   0.0   5.0   4   3   0   4   4   3   3 -
ENSP00000499374      -          KOG1836              -            7.8e-31  106.9  14.0   3.1e-16   58.5   0.0   5.0   4   3   0   4   4   3   3 -
ENSP00000359655      -          KOG1836              -            4.9e-26   91.0   0.3   3.2e-11   41.9   0.0  13.2   5   5   8  13  13   4   4 -
ENSP00000164024      -          KOG1836              -            9.3e-22   76.8  92.0   2.4e-13   48.9   0.0   5.8   4   2   2   6   6   5   4 -
ENSP00000271332      -          KOG1836              -            7.1e-21   73.9  23.4   3.2e-13   48.5   0.0   7.0   3   2   3   6   6   5   3 -
