#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
BL96802_cuf8         -          KOG1215              -           1.9e-107  361.2 292.9   7.2e-22   78.7  48.1   8.9   1   1   7   8   8   8   8 -
BL95832_evm1         -          KOG1215              -              2e-93  314.9 258.7   1.4e-16   61.2  23.9  10.1   5   3   5  10  10  10   9 -
BL01867_evm1         -          KOG1215              -            1.9e-88  298.4 112.0   6.5e-22   78.9  35.2   8.7   1   1   7   8   8   8   8 -
BL16989_cuf0         -          KOG1215              -            8.3e-68  230.3 167.7   2.5e-23   83.5  50.3   5.4   1   1   4   5   5   5   5 -
BL95833_evm0         -          KOG1215              -              1e-64  220.1 161.4   8.2e-22   78.5  21.5   6.1   4   1   2   6   6   5   5 -
BL01827_evm0         -          KOG1215              -            1.1e-55  190.3 234.7   2.1e-19   70.6  45.8   6.0   1   1   5   6   6   6   6 -
BL02981_cuf2         -          KOG1215              -            2.7e-54  185.7   0.3   3.2e-54  185.5   0.3   1.1   1   0   0   1   1   1   1 -
BL31135_evm0         -          KOG1215              -            1.7e-51  176.5 156.5   4.2e-11   43.2  30.9   7.9   1   1   6   7   7   7   7 -
BL09645_cuf2         -          KOG1215              -            3.5e-50  172.2 158.0   1.6e-18   67.7  42.6   4.7   1   1   4   5   5   5   4 -
BL96923_cuf21        -          KOG1215              -            2.9e-49  169.1 242.5   3.5e-19   69.9  40.2   9.1   2   1   6   8   8   7   7 -
BL01601_evm1         -          KOG1215              -            6.6e-45  154.8   0.9   7.8e-45  154.5   0.9   1.1   1   0   0   1   1   1   1 -
BL05139_evm0         -          KOG1215              -            7.6e-45  154.6 156.3   1.6e-12   47.9  20.8   8.0   1   1   6   7   7   7   7 -
BL29046_evm0         -          KOG1215              -            1.8e-41  143.4 110.4   7.2e-18   65.5  37.4   3.8   2   2   1   4   4   4   4 -
BL05941_evm0         -          KOG1215              -              4e-40  139.0  99.6   1.6e-21   77.6  34.5   3.2   2   1   1   3   3   3   3 -
BL08198_evm1         -          KOG1215              -            6.5e-40  138.3  30.2   2.9e-23   83.3  13.5   3.1   3   0   0   3   3   3   3 -
BL08625_cuf10        -          KOG1215              -            8.4e-40  137.9 127.4   8.9e-14   52.0  14.5   6.4   1   1   5   6   6   5   5 -
BL12586_evm0         -          KOG1215              -              6e-35  121.9 122.7   1.6e-18   67.7  46.5   4.5   1   1   1   3   3   3   3 -
